ID,Crop_ICP_Run,Crop_ICP_Run_Se,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_Sol_Ca,Mo_Tot_Aqu,N_pct,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_DTPA,Zn_E,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
MWI0995,7,5,-13.95168068,34.52412257,467,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,2.088,NA,NA,0.284,NA,74.805,NA,NA,NA,NA,2.074,19.279,4327.188,NA,1381.184,4.881,0.873,NA,3264.32,NA,4.55,1944.64186,0.00377,0.6,NA,NA,0.353,27.348,852.06873,0.03277,15811.17821,0.1833,NA,0,1.376,1.376,8.51411,3558.88463,0.01095,0.00026,0.02762,0.13342,0.00076,7.59364,36.25957,0.5917,0.00784,12.51433,10.44156,46.69201,2574.89266,0.02231,24081.08937,0.30033,83.76722,3012.57297,1.58486,131.45363,3348.07507,21.4502,270.71341,0.21568,418.49654,0.00106,0.31225,0.1073,0.03655,6.59355,144.98072,0.47751,0.01217,14.88602,35.25612,461.01568,2.85901,759.90959,0.12777,0.00015,3.98606,47.58676,5.59,6.23,0.58635,78.4647,2.57252,81.55793,1.06307,54.37175,1.29386,0.16127,2011.90067,0.00002,4.22323,8.85346,2.77093,0.11496,53.94981
MWI0996,2,1,-12.75737205,33.70362394,975,7,10/05/2018,10/05/2018,Maize,Field stack,Main,NA,1.833,NA,NA,0.251,NA,70.859,NA,0.017,0.414,NA,2.403,23.68,4782.052,NA,1688.591,11.197,NA,0.551,3911.283,NA,2.604,1747.7568,0.01075,0.701,NA,NA,0.074,30.938,1300.88476,0.028,36883.1501,1.12842,NA,0,1.02,1.02,8.09872,7145.62362,0.01079,0.00011,0.06966,0.18188,0.00033,28.23314,352.98031,1.03268,0.00696,23.14695,13.0459,25.43324,3507.97587,0.00465,61491.72012,0.70206,221.96674,2370.05654,3.32723,241.96747,4778.39873,31.21805,789.98391,0.03006,1089.99042,0.00045,0.04213,0.0862,0.0358,4.09741,482.22527,2.28124,0.06423,92.83768,51.46,332.72039,2.14774,578.85895,0.03244,0.00009,2.13221,87.51364,5.93,6.53,2.29802,53.43545,4.97092,70.99465,2.77316,60.79638,5.21384,0.22001,2133.32413,0,1.55272,7.54589,3.16592,0.01919,47.0682
MWI0997,7,5,-13.93673302,34.44139914,539,5,10/05/2018,10/05/2018,Maize,Standing crop,Close pair,NA,8.997,NA,NA,0.649,NA,91.731,NA,0.017,NA,NA,1.76,20.988,4302.686,NA,1257.537,6.015,0.694,NA,2787.889,NA,3.845,2002.3901,0.00441,0.959,NA,NA,0.369,20.887,794.47622,0.03728,12113.9883,0.10368,9.73932,0.0085,0.6752,0.6837,6.423,1404.44625,0.0024,0.0002,0.01623,0.04908,0.00079,4.74081,21.13824,0.26469,0.00828,4.53104,6.39449,5.6174,957.35358,0.01193,14364.31667,0.17061,66.65881,1609.24585,0.79521,74.28223,1537.86856,6.12299,135.09352,0.01741,220.95023,0.00263,0.08182,0.0514,0.02558,4.11622,78.88261,0.11003,0.00334,5.52371,6.48186,44.31158,0.28701,126.91093,0.21134,0.00049,4.87348,28.60546,7.02,7.54,0.58969,28.73004,1.58307,30.16713,1.91687,38.07491,2.2279,0.16666,1294.67043,0.00207,0.29179,5.11309,3.39497,0.00643,14.30255
MWI0998,7,5,-13.940764,34.44314215,542,5,10/05/2018,10/05/2018,Maize,Field stack,Close pair,NA,9.994,NA,NA,0.386,NA,86.427,NA,0.04,NA,NA,2.321,23.455,4472.317,NA,1161.617,6.178,0.766,NA,2668.419,NA,8.471,2121.93899,0.01505,0.764,NA,NA,0.38,20.636,837.30837,0.01764,11307.50719,0.08945,NA,0.0009,0.3725,0.3734,4.68828,815.8988,0.00286,0.00007,0.00753,0.11117,0.00054,5.63198,35.70295,0.41123,0.00335,8.25864,3.7114,6.19979,1401.26307,0.00881,16176.65974,0.0833,32.60401,1286.25284,0.6624,60.67376,1434.26645,13.43942,135.02051,0.01853,233.37028,0.00101,0.032,0.0294,0.03547,4.73869,87.38386,0.12734,0.00554,10.32868,8.96834,34.80972,0.17236,125.29585,0.11315,0.00008,4.01218,25.81296,6.44,7.16,0.3406,27.05578,0.96075,27.69787,3.09538,65.20968,2.03344,0.12851,1326.34026,0.00003,0.43644,4.35511,3.6977,0.00457,14.26485
MWI0999,2,1,-12.79603856,33.6468704,984,8,10/05/2018,10/05/2018,Maize,Field stack,Main,NA,2.119,NA,NA,0.764,NA,56.648,NA,0.018,1.23,NA,1.451,15.285,3536.714,NA,1114.71,6.021,NA,0.561,2753.349,NA,1.81,1464.78165,0.01071,0.721,NA,NA,0.092,23.332,1192.33604,0.13634,30966.59319,0.44263,NA,0,0.9785,0.9785,3.18195,939.18708,0.01276,0.00094,0.04274,0.06984,0.0005,9.53928,27.49856,0.2062,0.00466,8.525,4.67574,18.87465,1970.62566,0.00563,36156.55653,0.46584,206.03202,6017.65489,0.91477,87.66919,2667.90171,35.14476,700.09417,0.61048,907.20778,0.00106,0.26486,0.0741,0.0267,3.6279,87.4192,0.09475,0.00805,9.41796,10.18,244.45033,0.26756,378.62591,0.26071,0.00015,8.22388,51.69583,5.25,5.93,3.51058,28.98722,5.73648,64.19916,2.61354,55.74232,5.74787,0.42187,1781.30794,0.00003,0.64274,2.31918,2.14879,0.06712,56.61987
MWI1000,2,1,-12.81477103,33.58311337,1007,9,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,4.894,NA,NA,0.359,NA,46.192,NA,0.008,NA,NA,1.886,12.492,3253.24,NA,1021.657,5.462,NA,0.15,2513.098,NA,2.713,1470.09216,0.02089,0.407,NA,NA,0.083,17.723,957.77466,0.07182,13929.86391,0.23757,5.6391,0.0074,0.6957,0.7031,4.43214,1222.40845,0.0034,0.00016,0.01243,0.03811,0.0005,5.55802,29.89,0.2356,0.00717,9.43655,4.14963,4.72626,728.2132,0.02767,13142.90886,0.32908,136.84382,2185.28837,0.65722,70.39089,1559.24882,13.99836,304.52442,0.00673,361.67779,0.00307,0.16856,0.0453,0.029,1.6139,37.4586,0.12816,0.00356,12.235,15.98,103.56374,0.63149,228.07768,0.09689,0.00015,4.85158,45.48349,6.76,7.48,3.07126,8.43886,5.28194,37.32804,2.68068,26.17846,6.38146,0.25209,839.06138,0.00126,0.34119,5.67135,3.47536,0.01022,16.38835
MWI1001,7,5,-13.96699534,34.38833934,629,5,10/05/2018,10/05/2018,Sorghum,Standing crop,Main,NA,9.078,NA,NA,0.522,NA,105.351,NA,0.017,NA,NA,2.502,26.813,3744.19,NA,1796.744,12.975,1.549,NA,3338.781,NA,1.164,2107.66009,0.03852,0.869,NA,NA,0.379,20.147,1638.27795,0.04148,26579.09182,0.25768,4.81097,0.0154,1.8286,1.844,10.93474,4025.39281,0.00677,0.00013,0.03198,0.10323,0.00199,8.65945,56.85546,0.29029,0.0073,10.70518,11.45861,7.48128,1931.8937,0.00987,29249.16121,0.52868,147.66799,3924.03122,2.04091,152.90322,4910.15491,10.88313,209.06742,0.01198,347.43863,0.00921,0.14611,0.1136,0.03415,5.11718,221.0022,0.25925,0.00479,26.96538,23.61097,196.99317,1.06893,373.64137,0.128,0.00031,4.69681,70.1034,7.14,7.81,0.55604,50.56632,1.55643,105.14143,2.36892,78.60198,2.25406,0.24261,1511.548,0.00106,2.06222,11.07475,3.65545,0.00938,34.95063
MWI1002,4,3,-14.39208238,34.32736167,1547,6,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.618,NA,54.085,NA,0.013,0.121,NA,1.799,NA,4470.485,NA,1383.786,4.406,0.127,NA,3494.597,NA,7.661,1883.48685,NA,0.529,NA,NA,0.263,18.335,3075.66109,0.03951,79581.5704,0.86751,17.61129,0,0.8931,0.8931,3.05074,813.73869,0.00185,0.00013,0.02855,0.10915,0.00042,23.11272,77.591,0.35533,0.00517,30.35818,5.85289,6.28367,2065.67611,0.00438,78085.48574,0.55103,216.82299,750.63947,0.95665,86.77319,707.16274,10.97346,336.85465,0.12876,567.49209,0.00013,0.31758,0.0753,0.03702,4.56936,78.58852,0.0179,0.00263,32.04631,16.8,208.82646,NA,1245.32205,1.60028,0.00022,24.28079,200.07898,5.77,6.38,4.33924,60.58382,2.08823,68.02464,5.52579,215.99876,4.65882,0.80289,1332.18866,0.00001,0.7066,7.83042,3.14625,0.02598,54.51959
MWI1003,4,3,-14.38722541,34.3313284,1566,4,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,50.101,NA,0.009,0.461,NA,1.475,NA,3174.859,NA,1082.422,5.538,0.131,0.188,2517.026,NA,5.949,1915.83384,NA,0.325,NA,NA,0.216,15.659,3285.01735,0.1894,55710.52054,0.78656,17.73181,0,2.906,2.906,7.59669,2351.19632,0.01689,0.00061,0.04704,0.15298,0.0009,13.13453,61.32786,0.58804,0.00958,22.72607,10.12963,28.81475,2147.24291,0.02353,56026.7816,0.32385,128.23295,823.783,1.21881,98.48815,873.97518,29.02012,261.33219,0.22847,437.29419,0.00029,0.43203,0.1775,0.05606,8.0477,121.69394,0.16779,0.00626,25.77787,56.28,508.82074,1.19142,1468.79034,0.6398,0.00015,17.81451,138.24322,5.49,5.93,1.0493,140.77742,4.11722,162.26061,2.3076,188.55245,5.80672,0.7695,1919.59863,0.00003,8.56301,18.84029,2.65016,0.23826,72.89918
MWI1004,7,5,-13.99124837,34.4543045,538,5,10/05/2018,10/05/2018,Sorghum,Standing crop,Main,NA,51.32,NA,NA,2.508,NA,262.518,NA,0.032,NA,NA,3.505,76.942,4357.548,NA,1970.97,17.14,1.789,0.572,3358.687,NA,3.604,2046.18748,0.02327,2.746,NA,NA,0.447,23.145,980.577,0.00891,17925.07864,0.16311,NA,0,1.053,1.053,8.84457,2235.70654,0.00494,0.00015,0.00729,0.10085,0.00044,6.7846,20.37812,0.34554,0.00533,5.33824,12.581,19.25624,2361.92089,0.00795,25091.65107,0.33488,88.37392,1204.69353,2.95307,214.10495,1859.40794,16.76679,333.43407,0.03363,554.43732,0.00021,0.13139,0.0737,0.0498,8.86835,95.81565,0.42236,0.0146,10.54536,5.15453,51.44712,0.08344,128.01264,0.24667,0.00012,4.97434,39.97783,5.72,6.42,1.17736,50.73053,1.47316,44.88611,2.58382,71.10263,1.04178,0.20157,1603.74133,0.00001,0.51498,3.06523,2.97466,0.02308,34.12686
MWI1005,1,2,-15.83575004,34.89790482,601,3,09/05/2018,09/05/2018,Maize,Store,Main,NA,30.206,0.007,NA,2.51,NA,83.754,0.438,0.02,0.373,0.003,2.497,50.3,4381.821,NA,1350.881,7.228,0.555,0.386,3091.981,NA,3.622,2111.35715,0.02214,0.956,NA,NA,0.295,24.46,1074.83822,0.09246,20820.48204,0.77863,NA,0,1.155,1.155,7.94428,13174.40993,0.00658,0.00039,0.03973,0.13896,0.00075,8.9614,15.54365,0.21114,0.00658,8.22713,10.9845,36.82862,2062.68,0.01551,41397.56071,0.15706,48.35402,4703.93859,2.20853,163.71538,6719.36646,21.37741,302.72985,0.64719,470.89074,0.00043,1.19859,0.0863,0.04427,6.18622,313.83726,0.16932,0.00906,10.2117,33.0218,883.0028,1.81756,4015.11625,0.20466,0.00017,7.35115,51.91723,5.31,5.66,NA,49.5747,3.24379,147.13056,1.94355,86.89906,4.35127,0.482,1591.26473,0.00001,0.9462,4.34623,2.35381,0.10815,52.8849
MWI1006,1,2,-15.90007297,35.01876793,1005,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,52.058,0.206,0.072,0.333,NA,2.226,15.36,4500.07,NA,1471.225,9.081,0.065,0.318,3470.805,NA,3.07,2283.73806,0.01999,0.366,NA,NA,0.214,25.723,1411.44522,0.39756,26810.06768,0.14351,NA,0,0.9037,0.9037,3.25022,1084.42084,0.00611,0.00153,0.01569,0.39291,0.00861,18.14869,74.83242,1.4136,0.01356,26.96897,5.19557,26.22869,1747.44901,0.00982,38898.69614,0.18421,65.26571,734.08635,1.13625,100.26671,1278.63085,53.76786,638.91529,13.31349,765.87286,0.0001,0.25338,0.0789,0.03744,4.86585,102.17641,0.23949,0.04393,22.7913,22.3201,170.63908,0.26703,486.85738,0.13114,0.00012,3.86944,64.46807,5.11,5.77,0.77313,45.8007,0.64553,71.7102,3.87803,111.20707,4.55089,0.15804,1709.58321,0.00001,3.69464,6.50457,1.71482,0.64294,42.36876
MWI1007,1,2,-15.84715404,35.04577987,1116,4,10/05/2018,10/05/2018,Maize,Store,Close pair,NA,23.835,0.003,NA,NA,NA,50.196,NA,0.038,0.52,NA,1.349,55.179,4285.637,NA,1382.153,6.008,0.345,0.343,3167.268,NA,1.859,2198.894,NA,0.461,NA,NA,0.3,15.753,1947.02414,0.29683,24455.91117,0.71954,NA,0,0.7824,0.7824,3.15697,11156.93203,0.00731,0.0015,0.03277,0.10839,0.00322,26.14324,33.19054,0.74527,0.01001,14.22648,6.0639,50.95037,5969.65705,0.01248,78145.29059,0.37608,147.63035,2656.03687,1.15968,110.09149,3478.81062,13.17758,824.90238,3.30328,944.10604,0.00025,1.09784,0.0688,0.03821,4.95756,102.40528,0.20108,0.0388,19.46724,79.7838,2005.18949,2.38231,4694.07203,0.09999,0.00013,6.11704,110.25133,5.17,5.82,NA,19.25465,2.97593,99.37514,2.79846,115.17095,5.36808,0.61366,2334.37075,0.00002,5.01726,10.71232,1.74849,0.99686,54.0888
MWI1008,2,1,-12.73918608,33.55699746,1115,9,10/05/2018,10/05/2018,Maize,Standing crop,Close pair,NA,4.124,NA,NA,0.833,NA,75.231,NA,0.012,0.232,0.003,2.654,13.381,4725.179,NA,1121.828,6.765,NA,0.145,3367.494,NA,4.319,1358.38804,0.0068,0.591,NA,NA,0.075,19.896,677.15368,1.30362,9431.9619,0.69678,NA,0,0.4388,0.4388,0.78464,248.60549,0.00359,0.00251,0.01081,0.03836,0.05018,2.40698,3.92909,0.08406,0.00488,5.4693,0.40408,17.17153,462.61094,0.01844,8720.78606,0.07392,52.13867,1721.58806,0.19397,23.9646,998.38612,27.39577,142.74059,29.42836,291.87789,0.00044,0.07284,0.0332,0.02772,2.18187,26.97618,0.02068,0.0105,2.48818,28.9,105.24708,0.97042,347.79211,0.05214,0.00015,4.17572,29.33579,5.03,5.34,2.3201,7.75264,5.5579,27.45627,1.43665,14.94772,5.4377,0.62605,1246.33437,0.00003,0.45471,1.32328,0.96589,0.32485,16.91549
MWI1009,1,2,-15.85012534,35.04212402,1100,4,10/05/2018,10/05/2018,Maize,Store,Close pair,NA,6.084,NA,NA,NA,NA,52.677,0.209,0.041,0.649,NA,2.008,25.197,4549.648,NA,1519.466,7.22,0.078,0.4,3566.343,NA,4.055,2430.47795,0.01106,0.397,NA,NA,0.219,22.992,1548.92863,0.19053,24160.29613,0.36979,NA,0,0.9202,0.9202,3.21585,1089.17896,0.00594,0.00052,0.01916,0.15722,0.00109,23.50649,103.97515,0.91979,0.01088,15.43932,5.68762,42.87848,3418.54371,0.01679,60053.9943,0.32083,122.03582,1755.70349,0.92584,86.08344,2142.59593,23.68858,836.86932,0.7682,949.54141,0.00014,0.69741,0.0786,0.02706,2.72361,56.51564,0.32612,0.03346,29.35531,63.1596,1036.53325,2.07558,1158.16618,0.1383,0.00014,6.33497,88.17628,5.29,5.88,NA,47.05483,3.94307,77.92391,3.2593,128.8412,5.83101,0.38185,3514.62969,0.00001,3.06196,6.4982,2.14413,0.2654,42.74017
MWI1010,2,1,-12.74014828,33.55732201,1094,6,10/05/2018,10/05/2018,Maize,Field stack,Close pair,NA,1.565,NA,NA,0.742,NA,49.185,NA,0.006,0.325,0.002,1.639,10.619,3317.984,NA,928.358,4.363,NA,0.242,2479.477,NA,2.658,1367.61031,0.01683,0.476,NA,NA,0.068,18.242,530.94808,0.52897,6840.80505,0.55176,NA,0,0.3683,0.3683,0.92646,244.53581,0.00229,0.00108,0.01032,0.03452,0.00157,2.10679,6.58166,0.07531,0.00456,3.56438,0.98133,12.62892,497.49463,0.0126,6570.83598,0.0987,61.27571,1523.35148,0.20287,23.77378,766.7288,23.3119,137.33247,5.35036,240.84774,0.00122,0.07723,0.0275,0.02483,1.0905,18.89727,0.0405,0.01366,3.41197,8.18,24.3334,0.27195,232.36644,0.07015,0.00016,3.27937,15.64531,5.13,6.01,2.86334,5.6913,5.04213,20.72388,1.81725,13.57376,5.68531,0.50278,928.98634,0.00002,0.23509,0.90128,1.23102,0.15382,11.42438
MWI1011,1,2,-15.84751563,35.0114175,1091,5,10/05/2018,10/05/2018,Maize,Store,Main,NA,4.451,0.006,NA,0.615,NA,66.138,0.338,0.006,0.136,0.007,2.516,26.703,5119.299,NA,1277.146,4.182,0.254,0.14,3318.979,NA,10.319,2027.86202,0.00483,0.767,NA,NA,0.219,18.305,1603.36271,0.83714,26302.13386,0.53035,NA,0,2.003,2.003,7.9183,2027.95584,0.01155,0.0007,0.03912,0.25326,0.01511,8.97005,44.89794,0.36135,0.0054,8.24894,11.10027,62.05454,4499.03602,0.01445,36516.80424,0.05441,22.91942,1186.84241,1.70863,135.24044,1939.299,37.5101,510.53232,11.98775,747.15366,0.00008,0.52275,0.1379,0.05146,7.33856,94.53492,1.37132,0.07436,20.11161,5.3148,251.05764,0.0832,399.36347,0.70565,0.00031,11.55562,84.13999,4.82,5.66,NA,72.17336,2.36456,110.01956,3.64796,289.71975,4.57783,0.56523,1963.94346,0.00001,0.71127,1.76943,2.01866,0.08992,38.48734
MWI1012,7,5,-14.03434795,34.50687337,483,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,7.205,NA,NA,0.504,NA,71.049,NA,NA,NA,NA,2.022,24.358,4747.615,NA,1418.175,6.995,0.881,NA,3466.323,NA,1.746,2105.38047,0.08952,0.529,NA,NA,0.374,26.323,1076.50819,0.01393,19514.82959,0.28557,NA,0,0.851,0.851,8.2756,2876.56931,0.00523,0.0001,0.0121,0.04863,0.0004,4.87072,8.85896,0.21367,0.00664,3.88538,9.30165,17.52127,2374.46559,0.01024,31382.37498,0.67059,193.2595,2023.37883,1.89593,164.25792,2049.83197,12.72516,239.17322,0.01674,446.87711,0.00051,0.16251,0.0678,0.04285,7.01365,145.53151,0.0988,0.00315,4.5742,32.69001,252.39516,1.28841,768.88255,0.30427,0.00018,6.81343,60.48315,6.05,6.76,0.79303,52.52939,2.01531,45.95983,1.69803,50.611,1.04015,0.19039,1544.34494,0.00001,2.24143,8.28833,3.25953,0.03325,41.01215
MWI1013,3,2,-9.679837399,33.51825119,1490,5,10/05/2018,10/05/2018,Maize,Store,Main,NA,3.1,0.014,NA,0.664,NA,58.56,NA,0.01,0.282,NA,2.036,40.612,3983.015,NA,1065.335,4.833,0.15,0.159,2505.417,NA,9.83,1850.5345,0.03506,0.384,NA,NA,0.181,18.132,3104.99897,1.35227,41224.31802,0.57063,29.63953,0,1.596,1.596,1.89693,584.24396,0.00394,0.00281,0.00088,0.08661,0.04706,17.88075,20.83027,1.05883,0.00819,33.55868,4.04104,15.24186,2118.38488,0.01307,37088.76677,0.46789,186.86429,4082.18377,0.67319,69.25246,3275.90966,26.6986,626.36578,24.20821,941.50563,0.00023,0.18067,0.1253,0.04897,6.8428,52.21684,0.03114,0.00952,22.75229,3.9,140.07693,0.02598,253.34845,0.61017,0.0005,13.74734,146.70657,5.29,5.6,7.80514,122.44526,2.14667,86.44126,10.54915,312.06593,7.55278,0.72059,1495.24583,0.00007,0.6216,2.16429,2.07949,0.11017,48.9477
MWI1014,3,2,-9.652341362,33.46798391,1385,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,1.582,NA,NA,NA,NA,44.869,NA,0.026,1.546,0.002,2.399,30.56,3886.19,NA,1029.106,4.626,0.078,0.729,2321.864,NA,7.125,1876.74789,0.02114,0.255,NA,NA,0.203,21.045,2316.79755,0.24486,47591.5715,0.5175,NA,0,1.32,1.32,4.59837,1233.59315,0.00357,0.00088,0.01601,0.22577,0.14112,20.90231,84.20876,0.42771,0.00577,21.79963,8.64926,16.6877,3079.1173,0.0064,48246.78218,0.43791,137.70007,5632.5162,2.06829,160.49977,6927.992,44.03784,674.07935,41.43077,972.69361,0.00006,0.18052,0.1058,0.04595,7.78498,65.71881,0.10807,0.02101,30.43674,8.04,186.68015,NA,295.44347,0.5753,0.00018,14.21783,135.63494,5.17,5.46,6.06114,125.71744,2.76329,67.79486,8.95703,282.62476,6.3391,0.60967,998.43018,0.00009,0.26277,1.25643,2.2762,0.0434,58.69295
MWI1015,3,2,-9.715193482,33.58061121,1195,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,1.048,NA,NA,NA,NA,53.735,NA,0.044,0.294,0.001,2.466,29.074,4248.089,NA,1477.984,6.847,NA,0.403,2880.644,NA,7.815,1734.50239,0.0478,0.279,NA,NA,0.18,26.241,2117.32295,0.44821,58074.88655,0.62905,19.69139,0,1.041,1.041,4.83863,1140.76581,0.00205,0.00251,0.01197,0.5478,0.01883,51.00297,171.76295,1.09608,0.00944,59.79827,8.33997,10.26784,3364.96293,0.0055,79477.53311,0.34679,98.82633,2312.22216,1.98328,155.6025,2830.60734,52.21884,1172.66203,17.38709,1697.72004,0.00014,0.18714,0.0886,0.06295,9.03106,55.54232,0.18669,0.0786,55.87105,3.58,114.0007,0.0037,449.2584,0.64141,0.00039,29.78024,150.96231,5.43,5.69,7.496,111.72538,1.62299,49.73491,10.27993,355.27683,6.3976,0.67268,922.15827,0.00002,0.44834,1.49366,1.77739,0.14489,62.73762
MWI1016,3,2,-9.70718273,33.64897518,1173,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,0.001,2.375,NA,NA,0.857,NA,57.131,NA,0.006,NA,NA,2.173,NA,3624.006,NA,1019.174,6.74,0.593,0.188,1550.022,NA,4.294,1390.63818,0.0308,0.488,NA,NA,0.175,25.527,2532.72826,0.24024,45467.54092,1.24324,13.4599,0,1.645,1.645,3.57684,1029.37278,0.00408,0.00094,0.00281,0.16022,0.00069,16.2192,67.54983,2.00465,0.01361,76.52173,6.62158,9.51003,2361.59726,0.00388,59049.47417,0.34773,115.4613,4063.00882,1.50454,134.52008,3090.90413,46.98053,758.30768,2.51493,996.59151,0.00004,0.57969,0.1144,0.05614,8.29885,56.4453,0.08857,0.01256,29.25574,2.32,70.24381,0.06009,327.64949,0.79941,0.00026,22.55139,104.03789,5.54,5.91,6.24935,93.958,2.2904,85.6588,12.35742,412.93766,8.42461,0.76033,1346.2621,0.00004,0.35135,1.42218,2.39739,0.0314,60.52788
MWI1017,3,2,-9.752185545,33.65899072,958,5,10/05/2018,10/05/2018,Maize,Store,Main,NA,20.621,0.025,NA,0.649,NA,1261.129,NA,0.031,0.5,0.001,2.024,162.802,3742.138,NA,1377.773,7.602,0.128,0.296,3574.266,NA,4.417,1753.25733,0.00632,2.056,NA,NA,0.242,21.388,3011.93706,NA,51396.79601,0.45452,NA,0,1.413,1.413,3.84416,1531.75502,0.00651,0.00024,0.0118,0.15323,0.00047,29.61279,53.1611,1.32634,0.00835,50.03351,6.0228,15.14967,3139.17028,0.05793,57120.0549,0.27655,113.56999,5775.82945,1.10239,100.35148,5133.14025,32.50515,786.16321,0.13967,1142.07667,0.0003,0.12882,0.1008,0.03942,7.02525,78.21441,0.03812,0.00384,27.82306,13.6,297.52768,NA,618.34738,0.81255,0.00012,21.72436,126.73502,5.52,5.94,4.90748,82.33071,2.81527,63.4911,9.11475,283.20505,8.9307,0.60543,1779.39266,0.00002,0.3325,6.80042,3.34447,0.0187,59.67269
MWI1018,8,6,-15.88125937,34.78027713,243,5,10/05/2018,10/05/2018,Maize,Store,Close pair,NA,11.82,NA,NA,1.044,NA,92.25,NA,0.015,0.039,NA,2.375,32.78,5349.182,NA,1487.891,7.792,0.617,0.091,3835.814,NA,1.781,2063.73495,0.04774,1.405,NA,NA,0.32,24.895,745.40432,0.02002,12607.08376,0.19972,NA,0,0.8403,0.8403,7.42102,6085.74818,0.00406,0.00006,0.02021,0.07779,0.0007,9.38146,20.98892,0.56133,0.00691,31.04943,9.36087,11.87224,1610.35254,0.02263,31436.33567,0.62311,208.4677,2583.64655,1.30264,112.53361,4341.54173,10.79865,192.06056,0.00774,354.19338,0.00214,0.20113,0.0527,0.04244,4.63692,426.33777,0.20655,0.00503,15.52022,31.5144,281.37027,4.09082,1235.34007,0.0427,0.00001,1.74327,41.48566,6.44,6.74,0.68215,33.75212,2.29296,51.90501,2.03478,51.45454,2.45173,0.17491,1799.29857,0.00011,0.7298,7.96832,3.47287,0.0148,33.3954
MWI1019,8,6,-15.85103976,34.76747596,230,5,10/05/2018,10/05/2018,Maize,Store,Main,NA,NA,NA,NA,0.456,NA,71.571,NA,0.006,0.033,0.007,2.814,18.637,4973.421,NA,1496.722,6.111,0.402,1.527,3306.912,NA,3.863,2191.52594,0.01374,0.857,NA,NA,0.307,24.948,1125.32078,0.05614,18620.20718,0.16876,26.29179,0.01,1.593,1.603,11.81978,8150.03595,0.00563,0.00018,0.02503,0.07807,0.0009,18.05583,56.28006,1.03745,0.01391,64.69352,14.85445,10.12452,2425.76421,0.01842,47262.6208,0.58073,162.89515,3147.4766,2.78328,213.53413,6423.59716,8.79473,390.24572,0.00895,557.39705,0.00342,0.29761,0.1173,0.02916,3.79941,436.01101,0.5339,0.00786,44.55475,42.1092,394.34632,5.0056,1473.38486,0.04458,0.00019,2.02906,60.8863,6.62,7.21,1.94907,70.40528,2.2476,101.81591,10.46147,89.564,3.38535,0.27784,2152.40164,0.00003,0.67857,6.46894,3.3345,0.01429,39.16492
