ID,Crop_ICP_Run,Crop_ICP_Run_Se,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_Sol_Ca,Mo_Tot_Aqu,N_pct,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_DTPA,Zn_E,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
MWI0970,3,2,-9.524450325,33.2484612,1283,5,09/05/2018,09/05/2018,Maize,Standing crop,Main,NA,5.994,NA,NA,NA,NA,46.813,NA,0.009,0.038,NA,1.586,9.379,3195.113,NA,936.228,3.655,0.703,0.27,1849.47,NA,1.715,1930.00069,0.00308,0.321,NA,NA,0.178,17.852,2863.16054,0.02424,84241.69962,0.71915,5.64198,0,2.014,2.014,9.38156,2041.56829,0.00264,0.0001,0.04481,0.44793,0.00076,47.573,218.92251,0.88385,0.00693,61.72543,15.38576,6.40007,2011.00792,0.00496,72253.99473,2.35312,595.12709,3369.52661,4.94102,322.20642,1912.909,27.57455,1056.04439,0.02588,1339.24957,0.00023,0.13466,0.1748,0.04749,5.49944,85.96191,0.76973,0.01675,80.58893,3.34,19.38342,0.02935,262.29139,0.18695,0.00009,13.50666,135.70736,5.99,6.65,1.45419,165.04052,6.26685,158.47465,4.59843,204.14123,5.93128,0.38834,789.86957,0.00003,0.99608,4.72293,3.27015,0.01496,38.44107
MWI0971,8,6,-16.57046878,34.84813007,223,5,09/05/2018,09/05/2018,Sorghum,Standing crop,Main,NA,12.897,0.009,NA,0.278,NA,176.582,NA,0.029,0.319,0.003,4.109,38.887,4231.494,NA,1842.29,16.571,1.348,0.305,3588.296,NA,4.341,2235.99896,0.15193,0.266,NA,NA,0.354,17.564,2747.00073,0.01154,52650.09363,0.49335,NA,0,1.626,1.626,26.92133,9085.22272,0.01187,0.00011,0.12469,0.22386,0.00025,42.88553,46.0584,1.85194,0.00323,70.12945,38.40912,8.75961,4104.70444,0.00561,93670.69187,0.20796,40.9509,2375.7584,9.15095,462.20248,11628.231,21.21219,993.16876,0.00334,1410.77764,0.00017,0.1935,0.0989,0.10703,20.25441,742.60712,0.49655,0.00648,34.0584,1.8576,121.39302,0.05076,268.32595,0.07647,0.00006,6.04737,79.19008,6.34,6.99,0.72274,108.1826,1.79597,111.72263,7.19903,232.81003,3.48456,0.51062,1768.34795,0.00013,0.11988,7.00159,3.75536,0.00589,88.5302
MWI0972,3,2,-9.595694491,33.27201233,1308,5,09/05/2018,09/05/2018,Maize,Standing crop,Close pair,NA,1.598,NA,NA,NA,NA,73.886,NA,0.008,0.254,0.001,2.334,33.358,4390.046,NA,1375.633,6.352,0.79,0.205,3521.578,NA,2.994,2033.84881,0.0815,0.398,NA,NA,0.175,25.511,866.39639,0.03562,11791.52623,0.42637,4.69322,0.0252,0.8873,0.9125,5.49621,2141.06161,0.00358,0.00019,0.017,0.02897,0.00115,5.6016,26.53997,0.3547,0.03818,9.44311,5.33771,9.30398,1089.06513,0.01511,12832.06529,0.39269,149.9333,2260.29622,1.38167,135.66533,1594.65628,14.74328,367.2553,0.01275,526.54609,0.01243,0.29106,0.0643,0.03708,5.01152,64.38467,0.11974,0.0106,10.26843,69.64,254.53919,12.81727,453.93828,0.1113,0.00024,6.39799,82.56246,6.82,7.59,NA,29.38023,7.0677,39.87593,3.44863,82.97559,8.68873,0.45056,1028.57358,0.00167,0.91743,8.59347,3.34021,0.02397,21.87378
MWI0973,2,1,-13.08300354,33.56124583,1138,8,09/05/2018,09/05/2018,Maize,Standing crop,Main,NA,3.178,NA,NA,1.386,NA,53.995,NA,0.009,0.239,0.001,1.627,11.738,3460.042,NA,945.771,4.94,NA,0.183,2290.321,NA,4.44,1386.59341,0.02563,0.688,NA,NA,0.092,18.854,734.6017,0.21411,19023.64618,0.50327,NA,0,0.299,0.299,0.9596,286.13068,0.00286,0.00215,0.00657,0.05213,0.00994,3.84977,8.97257,0.26287,0.00598,13.68328,3.66555,6.66956,467.60727,0.00565,15264.3331,0.16588,93.44965,3973.03786,0.42838,47.33796,3846.0743,32.26975,184.22764,21.825,354.76132,0.00034,0.15685,0.0265,0.03087,2.32502,42.04664,0.01764,0.00987,4.19686,5.36,NA,0.19044,141.13844,0.29787,0.00041,5.38798,25.0235,5.32,5.78,3.78313,6.40307,7.25016,25.20683,3.29282,34.99427,6.0426,0.45173,1019.70856,0.00001,0.2786,1.16771,1.35086,0.16509,38.1929
MWI0974,3,2,-9.592122501,33.26915553,1321,5,09/05/2018,09/05/2018,Maize,Standing crop,Close pair,NA,1.112,NA,NA,NA,NA,38.39,NA,0.005,0.073,NA,1.69,25.46,3470.414,NA,1166.172,5.747,0.844,0.138,2616.174,NA,2.617,1752.03179,0.01159,0.414,NA,NA,0.188,20.286,762.63845,NA,13833.23316,0.32018,NA,0,0.551,0.551,2.96712,483.68832,0.00519,0.00015,0.00642,0.04682,0.00129,4.59961,10.32147,0.23382,0.00561,10.83627,2.93075,7.75094,531.49513,0.01102,15073.23402,0.29871,134.28652,2771.88962,0.71245,68.74541,2149.98053,30.43285,258.14241,0.03949,447.06052,0.00107,0.14832,0.0451,0.03348,4.38104,48.6355,0.03074,0.00316,7.52351,13.66,31.65267,NA,150.12927,0.33526,0.00007,11.49295,26.06276,6.19,6.52,3.65332,31.72684,2.27314,18.59041,8.07818,75.12078,5.55201,0.26859,791.06381,0.00057,0.33258,3.3093,3.36487,0.00643,20.2038
MWI0975,8,6,-16.50975463,34.85008431,158,5,09/05/2018,09/05/2018,Sorghum,Store,Main,NA,11.597,NA,NA,0.43,NA,177.116,NA,0.041,0.104,NA,2.916,43.317,5420.897,NA,2096.095,15.417,1.547,0.386,4503.607,NA,2.288,2109.07546,0.07147,0.382,NA,NA,0.418,21.084,1618.63314,0.01698,37460.31395,0.30041,11.97327,0.01,1.34,1.35,29.69999,8222.25351,0.00402,0.00011,0.03013,0.04677,0.00023,12.33155,44.27819,0.84498,0.00627,19.23259,42.08614,6.47846,1637.46462,0.0085,35020.47731,0.23709,43.63798,1560.39603,9.58554,366.27733,9088.82724,6.663,383.68105,0.00337,558.51077,0.00035,0.13785,0.0843,0.09879,15.57293,76.32837,0.53626,0.00543,18.28862,1.9872,24.2919,0.06041,229.89262,0.15112,0.00019,4.63535,80.43257,6.86,7.47,0.7514,37.84899,1.52055,91.09967,4.71787,88.59161,2.20705,0.31334,867.41049,0.00007,0.07693,4.76315,3.46336,0.00412,24.78193
MWI0976,8,6,-16.09512598,34.83135746,65,5,10/05/2018,10/05/2018,Rice,Standing crop,Main,NA,20.515,0.059,NA,0.547,NA,80.606,NA,0.053,0.165,NA,4.257,25.594,2403.679,NA,1074.837,17.469,1.958,0.462,2596.322,NA,0.716,1891.9841,0.1102,0.412,NA,NA,0.389,22.612,1555.17754,0.00819,35692.61888,1.17178,NA,0,1.043,1.043,10.13555,5305.66411,0.01118,0.00006,0.03118,0.14153,0.00068,19.71605,64.82263,5.26807,0.00839,40.60437,20.36238,131.87623,8006.23497,0.00604,48193.87143,0.26315,66.87891,6285.16008,6.60075,420.30173,8782.83208,29.29819,409.67236,0.01564,640.15069,0.00284,0.84079,0.0832,2.35351,487.59698,888.42145,1.2607,0.02226,35.58255,51.1704,612.6334,0.33341,1501.95516,0.27874,0.00007,4.49918,163.77051,6.37,7.49,1.3422,68.15724,7.66314,100.85908,2.97199,257.83199,7.59641,0.58923,2358.62927,0.00022,0.42703,8.73633,3.78075,0.00731,65.32055
MWI0977,8,6,-16.1473858,34.80947692,86,5,10/05/2018,10/05/2018,Sorghum,Store,Main,NA,61.801,0.008,NA,1.096,NA,256.625,NA,0.09,0.755,0.007,3.257,108.79,4601.448,0.066,2080.987,22.774,1.014,1.098,3844.134,NA,2.104,1988.54426,0.8435,0.876,NA,0.002,0.533,22.826,901.07629,0.01396,19038.29854,1.26328,NA,0,0.8447,0.8447,7.41924,4348.43403,0.01154,0.0001,0.04294,0.05123,0.00031,10.36912,29.28128,0.71669,0.00381,15.99399,10.46785,19.56103,3832.60107,0.01016,28580.65765,1.16717,383.31392,5028.42122,1.98719,171.36876,4245.51178,17.36722,487.94368,0.00411,706.37043,0.00415,0.35941,0.06,0.04608,7.20837,235.4302,0.42452,0.00694,15.36173,49.4856,468.20972,2.99697,1057.4643,0.09829,0.00005,4.45041,60.133,6.45,7,0.45312,40.88289,2.59332,52.15405,9.6719,150.43073,6.10659,0.38676,1389.83547,0.00047,0.91216,7.88357,3.70214,0.00791,47.03972
MWI0978,4,3,-14.71872226,34.63746577,998,6,04/05/2018,04/05/2018,Maize,Standing crop,Close pair,NA,NA,0.026,NA,NA,NA,74.109,NA,0.014,0.631,NA,2.129,NA,3627.862,NA,1061.682,5.337,0.347,0.39,2623.852,NA,2.872,1894.63873,NA,0.456,NA,NA,0.163,25.491,1798.85272,0.04093,35198.55038,0.52922,14.18061,0,1.3,1.3,9.49298,2044.25181,0.00584,0.00007,0.02757,0.20325,0.00067,20.32578,96.79503,0.8762,0.00684,33.52425,9.17478,7.82197,1621.19698,0.00589,45421.47289,0.54662,216.25484,1929.91843,1.50941,120.87709,1971.44744,27.32898,434.83592,0.00799,595.07471,0.00053,0.25979,0.0896,0.03179,3.39773,82.21521,0.28616,0.00492,31.80683,10.5,60.72535,NA,315.8158,0.15483,0.00008,5.94405,77.47557,6.29,6.89,0.80488,63.51993,3.5736,85.75048,2.4932,172.31896,6.93453,0.56791,1703.11825,0.00005,2.24899,13.43161,3.4008,0.02526,44.32841
MWI0979,4,3,-14.68601704,34.66232616,1030,5,04/05/2018,04/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,53.997,NA,0.011,0.723,NA,1.701,NA,4231.675,NA,1322.439,5.385,0.429,0.345,3405.166,NA,1.961,1754.48383,NA,0.412,NA,NA,0.186,23.176,942.36696,0.05644,19662.83263,1.00407,18.15054,0,0.7004,0.7004,3.94973,1427.21923,0.00664,0.00033,0.04439,0.04781,0.00053,7.1771,24.03363,0.27969,0.0077,10.3077,4.82013,22.66617,1230.31193,0.01778,26163.99681,0.24704,109.31384,3075.11054,0.91829,78.25801,3438.13718,14.54199,233.12389,0.04249,347.8628,0.00078,0.19021,0.0599,0.04057,5.53643,129.74707,0.12249,0.00835,13.61307,34.48,167.12002,1.01709,526.68011,0.07986,0.00007,3.9928,60.92609,5.94,6.39,0.27917,39.20257,3.30551,64.65515,1.25552,77.50481,6.73057,0.73605,1233.37218,0.00002,3.06219,8.12584,2.46276,0.14911,146.50058
MWI0980,4,3,-14.66003255,34.61030396,930,5,04/05/2018,04/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,51.879,NA,0.02,1.059,NA,1.897,NA,4722.042,NA,1451.906,6.272,0.371,0.542,3728.899,NA,2.304,2066.28765,0.02308,0.445,NA,NA,0.2,21.598,1520.14949,0.0388,29223.73601,0.38747,16.78639,0,0.8387,0.8387,7.58346,1596.52308,0.02326,0.00038,0.06416,0.12855,0.00066,11.44131,66.62663,0.65246,0.00772,17.21853,7.08722,12.23296,2234.77053,0.00764,29477.51003,0.5352,221.02408,1203.38242,1.30568,108.74111,1006.70898,24.36112,356.94629,0.01845,504.98204,0.00034,0.14348,0.0634,0.02867,2.85446,77.01419,0.19569,0.0075,18.27535,43.76,255.35675,1.13636,596.88668,0.17917,0.00008,4.91747,87.76132,6.13,6.75,NA,38.90687,1.46885,48.73632,3.41143,146.05734,6.57983,0.45007,1476.08254,0.00001,4.21087,19.03423,3.3108,0.04907,52.77535
MWI0981,4,3,-14.68114556,34.54965267,1363,5,04/05/2018,04/05/2018,Maize,Standing crop,Main,NA,NA,0.026,NA,NA,NA,57.398,NA,0.013,0.296,NA,1.666,NA,3972.4,NA,1153.256,5.885,0.306,0.146,2760.168,NA,1.961,1571.99785,NA,0.502,NA,NA,0.208,21.166,3416.69452,0.02556,68707.18642,0.66153,11.24071,0,1.216,1.216,6.77383,1499.88196,0.00356,0.00015,0.02582,0.18251,0.00119,24.0965,69.05994,0.55912,0.00856,30.134,7.7794,9.02251,3003.15743,0.00631,57290.49415,0.82816,283.4335,2116.63675,1.54582,129.79837,1765.97825,23.64882,503.22531,0.026,644.9437,0.00046,0.28697,0.0994,0.06727,10.18411,98.22652,0.05992,0.0028,34.32156,20.38,228.91087,0.16772,910.43286,0.14274,0.00014,5.79737,192.82523,6.13,6.54,3.6149,75.10362,2.17974,96.77929,4.72093,232.42908,5.70559,0.68092,1440.32388,0.00002,1.25345,10.50033,3.41429,0.0243,72.13277
MWI0982,4,3,-14.59945955,34.54421684,1464,5,04/05/2018,04/05/2018,Maize,Standing crop,Main,NA,2.85,NA,NA,0.884,NA,61.719,NA,0.018,0.524,0.009,2.437,NA,3204.692,NA,979.675,5.407,NA,0.266,1900.105,0.015,6.935,1764.06207,0.02433,0.518,NA,NA,0.196,21.232,3997.7358,1.45866,65155.29756,0.42482,44.27179,0,1.686,1.686,3.37901,1224.74139,0.0034,0.00153,0.02418,0.2633,0.19768,35.44459,82.37705,0.95324,0.00948,37.05987,6.8985,7.88551,3552.33442,0.00696,87259.49346,0.10913,48.74872,626.89746,1.52793,141.57672,1708.93712,41.5199,951.33745,63.02604,1139.3234,0.00001,0.2775,0.1257,0.0612,8.08395,103.7943,0.03021,0.01461,34.68045,3.76,81.15368,NA,567.78803,0.0799,0.00018,4.28157,211.95953,4.81,5.49,2.37012,83.26156,0.86459,118.38035,3.94651,391.82829,5.0144,0.6551,1984.47653,0.00003,0.20667,1.98414,1.85321,0.13744,34.22886
MWI0983,4,3,-14.71582321,34.73916658,1101,6,05/05/2018,05/05/2018,Maize,Standing crop,Main,NA,NA,0.031,NA,NA,NA,67.352,NA,NA,NA,NA,2.092,NA,4613.815,NA,1317.773,6.283,0.429,NA,3724.44,NA,1.992,1769.51704,0.04707,0.53,NA,NA,0.211,24.842,990.23113,0.04607,13504.27313,0.48607,14.2776,0,0.6273,0.6273,3.13084,1879.81956,0.00619,0.00042,0.0277,0.05634,0.00043,7.72651,35.07468,0.60359,0.00671,10.29501,4.83384,15.82906,1404.3303,0.01247,32957.59024,0.23646,112.18301,2045.45557,0.6963,69.07946,2309.69936,16.79474,248.42755,0.24825,393.75299,0.00037,0.23679,0.0448,0.02856,3.4543,112.04677,0.19089,0.01584,14.27467,29.82,241.50283,1.1473,620.18171,0.05551,0.00007,2.90206,41.95025,5.99,6.48,NA,12.34808,1.6565,33.19206,1.23651,66.76885,6.41091,0.3876,2004.06374,0.00001,3.30208,8.75354,2.29807,0.2358,45.35236
MWI0984,4,3,-14.5904273,34.64388748,797,6,08/05/2018,08/05/2018,Maize,Standing crop,Main,NA,2.605,0.031,NA,NA,NA,89.91,NA,0.01,0.066,NA,2.407,NA,4950.289,NA,1363.728,5.734,0.748,0.12,3745.54,NA,1.726,2232.6969,0.02033,0.754,NA,NA,0.214,21.96,1620.86141,0.03912,30262.75136,0.50122,9.13661,0.0849,1.2991,1.384,9.06875,6061.3906,0.00477,0.00013,0.0296,0.04234,0.00121,10.24159,79.68398,0.37514,0.01087,15.11246,10.48119,6.65081,1777.88497,0.00735,32727.997,1.34758,393.48584,4499.62239,2.66188,196.00034,5142.03674,5.60381,214.59699,0.00396,321.90585,0.0261,0.27268,0.0927,0.04937,6.40245,149.50226,0.2312,0.00602,33.74039,89.44,419.61711,5.6055,909.14032,4.34523,0.00058,14.42886,165.11065,7.17,8.21,0.48795,52.09743,4.64395,104.67995,3.24879,108.32561,7.92064,0.47576,1838.83288,0.0032,2.83246,21.44397,3.79241,0.02045,52.1685
MWI0985,4,3,-14.55366515,34.56826519,880,6,09/05/2018,09/05/2018,Maize,Field stack,Main,NA,NA,NA,NA,NA,NA,50.844,NA,NA,NA,NA,1.598,NA,4305.119,NA,1169.767,5.095,0.194,NA,3126.358,NA,8,1885.74299,NA,0.3,NA,NA,0.204,20.026,1460.65886,0.17028,18877.97494,0.60181,11.63665,0,0.929,0.929,3.94981,1552.94082,0.01633,0.00239,0.04038,0.10363,0.03434,9.23116,32.01501,0.68501,0.00736,16.8568,6.10572,27.49843,2839.71928,0.01338,31034.67495,0.17229,85.96398,1310.54462,0.73958,72.97579,1764.12352,28.21023,535.74399,19.89879,676.34625,0.00026,0.33751,0.0625,0.05151,7.23924,138.78755,0.277,0.04692,12.87559,29.62,222.38103,0.04278,515.7524,0.07299,0.00015,3.19437,67.26574,5.25,5.81,NA,42.77685,1.90371,54.28665,1.63725,128.40797,6.19706,0.45157,1645.44421,0.00004,1.71529,4.53506,1.6829,0.44951,46.59159
MWI0986,4,3,-14.49277368,34.55972479,811,5,09/05/2018,09/05/2018,Maize,Field stack,Main,NA,11.636,NA,NA,1.182,NA,69.444,NA,0.017,0.416,NA,1.623,NA,4701.372,NA,1191.123,6.002,0.186,0.279,3226.452,NA,2.982,1726.62723,NA,1.187,NA,NA,0.236,20.855,1207.49757,0.1852,17346.31935,0.66163,17.29261,0,0.5988,0.5988,1.91831,893.59976,0.00254,0.00105,0.02493,0.07167,0.08887,7.31626,20.33532,0.0846,0.00436,5.56046,3.33398,22.39297,1701.84498,0.01268,35905.91449,0.16619,80.2698,1672.67915,0.70601,69.81288,2090.33389,13.47469,204.41984,17.05999,387.20071,0.00009,0.14739,0.0426,0.05068,8.00667,103.98966,0.04995,0.01785,8.00213,28.28,195.9387,NA,569.56837,0.02933,0.00007,3.04737,47.84763,5.36,5.84,0.11303,9.33574,2.12615,18.01176,1.59111,102.05776,6.43182,0.40915,2896.63272,0.00002,0.35788,1.71835,1.42433,0.2634,34.67933
MWI0987,4,3,-14.42791712,34.52265599,780,5,09/05/2018,09/05/2018,Maize,Standing crop,Close pair,NA,NA,NA,NA,NA,NA,55.904,NA,NA,NA,NA,1.35,NA,4145.962,NA,1192.177,4.593,0.309,0.127,3087.371,NA,3.701,1625.89585,NA,0.402,NA,NA,0.222,18.128,1379.81054,0.24726,23361.22414,0.67841,19.17705,0,1.297,1.297,8.54852,2777.75888,0.00602,0.00055,0.02611,0.32314,0.00483,13.13123,47.93537,0.6196,0.00528,15.7395,13.23649,33.63067,2317.42255,0.01357,33547.96922,0.14316,49.82056,1171.97768,3.36225,240.79423,2755.43391,40.42504,386.61967,4.06751,533.60047,0.00009,0.27011,0.0895,0.06149,9.76633,157.72987,0.86181,0.07715,22.82086,15.18,146.17128,NA,548.94488,0.08343,0.00011,3.2075,69.34166,5.24,5.83,1.75714,42.42003,2.01948,66.62673,1.36987,89.78872,5.10915,0.54473,1786.93293,0.00001,0.7901,2.65303,2.01829,0.13002,34.66299
MWI0988,4,3,-14.42711245,34.52387639,779,5,09/05/2018,09/05/2018,Maize,Standing crop,Close pair,NA,NA,NA,NA,0.53,NA,41.291,NA,NA,0.374,0.002,2.204,NA,4788.192,NA,1664.581,4.732,0.202,0.576,3697.801,NA,7.243,2333.83185,NA,0.589,NA,NA,0.22,28.062,1310.36847,0.11889,22143.89373,0.66519,30.35972,0,1.729,1.729,8.75953,2486.87132,0.00472,0.00029,0.01444,0.18326,0.02341,8.21112,32.64189,0.44634,0.00618,12.3584,15.01318,37.66047,3159.38693,0.01706,26170.10785,0.20314,73.61054,878.76465,4.81487,345.66771,2297.42823,19.79145,205.24385,7.91851,321.68297,0.00009,0.17317,0.1153,0.08105,14.46271,143.21772,0.72596,0.03449,17.34255,6.16,38.07618,NA,284.91353,0.18385,0.00013,3.7516,55.17005,5.39,5.92,1.03027,57.00227,4.94427,91.6524,0.98101,90.10414,4.8206,0.59385,1176.11379,0.00002,0.3802,2.24364,2.19933,0.0734,25.78862
MWI0989,4,3,-14.43896249,34.48674146,1312,5,09/05/2018,09/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,NA,NA,46.11,NA,NA,NA,NA,1.226,NA,4420.149,NA,1536.452,6.157,NA,NA,3565.968,NA,4.407,1897.15591,NA,0.579,NA,NA,0.21,18.92,3449.0549,1.92237,51964.07876,0.91857,44.96417,0,1.967,1.967,4.1457,1746.44081,0.00488,0.00086,0.01887,0.23761,0.21321,23.52181,85.16787,0.64641,0.00603,29.54657,7.5593,21.16181,4331.23624,0.0133,62021.05738,0.09027,46.25351,3201.11875,1.33751,128.66365,5140.34441,31.49975,569.15211,40.03536,736.22654,0.00003,0.31585,0.1341,0.06105,10.85368,109.78377,0.17176,0.03058,38.10192,13.76,247.89783,NA,929.44316,0.20962,0.00012,4.71792,147.13192,4.82,5.47,3.13692,122.48692,2.75044,132.19102,2.77477,435.35771,6.18039,0.89455,3247.34906,0.00002,0.26922,1.92197,1.77236,0.15732,49.84068
MWI0990,4,3,-14.52362508,34.47038233,1486,5,10/05/2018,10/05/2018,Maize,Standing crop,Main,NA,NA,0.026,NA,0.58,NA,47.067,NA,0.015,0.079,NA,2.536,NA,5930.046,NA,1660.617,6.464,NA,0.156,4320.896,NA,7.182,1626.50534,NA,0.576,NA,NA,0.216,20.086,1893.78311,0.3528,28077.90147,0.53537,15.23761,0,1.303,1.303,2.65574,860.313,0.00255,0.00058,0.0178,0.14408,0.0947,8.99228,49.93105,0.28149,0.00591,9.98277,4.41559,42.57414,2346.69928,0.02122,22585.98077,0.35154,165.28595,1987.05782,0.88763,88.98095,2483.99565,30.20401,314.55563,32.00761,404.35556,0.00024,0.30419,0.0939,0.05406,7.7943,96.87162,0.1811,0.02743,21.39367,39.96,287.04815,0.27179,629.57407,0.38457,0.00017,8.66559,90.66038,5.25,5.54,0.77214,43.72812,3.51756,70.39076,2.10521,169.91437,6.01546,0.59732,1451.75066,0.00004,0.86773,2.99205,1.76035,0.25108,28.83786
MWI0991,5,4,-11.19213163,33.98011744,1226,5,08/05/2018,08/05/2018,Maize,Standing crop,Main,NA,NA,NA,NA,0.476,NA,41.268,NA,0.012,NA,NA,1.922,NA,3116.941,NA,850.264,3.945,0.266,0.129,1460.561,NA,2.346,1867.95198,NA,0.22,NA,NA,0.22,18.197,1604.5522,0.29024,39358.55103,0.14244,11.43786,0,0.862,0.862,2.14729,844.38826,0.00276,0.00148,0.00936,0.77409,0.51987,13.00634,66.03606,0.58307,0.00649,19.08932,3.47323,9.58467,885.96057,0.01277,33602.46322,0.27508,109.47396,4848.99104,1.09776,97.62684,3703.48016,52.96729,245.89874,64.08925,540.3453,0.00002,0.00207,0.0647,0.02449,2.31472,58.29697,0.23953,0.08185,40.9122,5.71108,21.60437,0.07678,129.15278,0.51763,0.00083,6.77132,58.85064,5.28,5.55,5.28897,68.25494,3.91652,127.45865,3.71858,108.55383,0.89649,0.3082,888.45953,0.00002,5.23688,8.76973,1.49014,1.4169,39.81883
MWI0992,7,5,-13.98100418,34.49851619,481,5,10/05/2018,10/05/2018,Sorghum,Field stack,Main,NA,4.73,NA,NA,1.87,NA,137.347,NA,NA,NA,NA,2.512,27.813,4646.17,NA,1987.485,25.847,0.442,0.56,3662.97,NA,3.659,2213.95914,NA,1.64,NA,NA,0.363,25.509,1365.43734,0.08769,23909.71037,0.47048,NA,0,1.229,1.229,7.27953,1973.40837,0.00944,0.00057,0.02241,0.25536,0.00085,10.52198,38.5613,0.50254,0.00599,8.79165,11.51142,39.17188,3147.45266,0.01124,31429.36717,0.84695,243.99035,2642.83653,2.52272,181.65611,2628.98054,36.50145,453.68476,1.16305,598.14398,0.00009,0.19799,0.0989,0.05969,10.53137,99.99863,0.62016,0.0389,14.66328,10.03094,180.37462,0.15928,313.70229,0.24584,0.00015,7.81132,61.93759,5.17,6.08,1.79433,67.96048,4.26135,82.76265,1.7537,64.13843,1.14903,0.40313,1380.36806,0.00003,0.84898,3.49679,2.65224,0.05279,35.77699
MWI0993,5,4,-11.19661889,33.97556305,1199,5,08/05/2018,08/05/2018,Maize,Standing crop,Close pair,NA,NA,NA,NA,0.285,NA,45.855,NA,0.011,NA,NA,2.038,NA,3258.498,NA,1063.434,3.649,0.212,NA,2588.429,NA,1.138,2307.04854,NA,0.153,NA,NA,0.223,19.269,1537.14772,0.04624,35371.01083,0.20789,10.76574,0,1.239,1.239,6.62839,1458.14969,0.00525,0.00008,0.01677,0.37486,0.0009,15.38369,56.41665,0.50282,0.00583,14.16237,7.53352,7.17962,800.45032,0.0065,36528.4812,0.66014,250.26187,3971.13328,1.49484,132.2359,3284.40229,25.37316,289.38067,0.03216,541.1355,0.00012,0.02056,0.0917,0.03608,4.28194,62.44162,0.11884,0.00288,30.8355,5.45536,29.09115,0.06957,171.63644,0.48205,0.00018,7.13117,59.92843,6.19,6.94,2.33327,68.76323,2.95917,75.86435,2.4782,75.35668,1.82399,0.34005,901.3788,0.00007,1.01846,7.52905,3.41677,0.01799,32.50221
MWI0994,2,1,-12.71962213,33.63219093,1092,9,10/05/2018,10/05/2018,Maize,Field stack,Main,NA,1.897,NA,NA,0.508,NA,41.968,NA,0.008,NA,0.004,2.193,15.109,3613.384,NA,985.751,4.294,NA,0.025,2526.891,NA,6.858,1505.66291,0.02096,0.281,NA,NA,0.073,19.487,890.90778,0.63164,16152.34646,0.2192,NA,0,0.501,0.501,1.1337,346.58319,0.00542,0.00208,0.02909,0.0985,0.00809,6.20517,20.98699,0.1991,0.00592,7.20082,1.99152,12.07565,669.78611,0.01016,19546.169,0.10917,66.58035,1298.7019,0.29085,34.95775,813.33673,36.13953,270.85268,15.76814,411.28782,0.00023,0.14433,0.0365,0.02674,2.32728,21.47719,0.03711,0.0125,5.12446,18.6,59.31909,0.52279,297.90392,0.27083,0.00022,6.09966,34.35706,5.22,5.56,2.7151,15.12711,5.53123,31.41698,2.52374,46.34198,5.441,0.16497,1186.82881,0.00003,0.59514,1.77522,1.43134,0.22575,18.7477
